index,Title,Year,IMDb,Netflix,Hulu,Prime Video,Disney+
2749,Celebrity Family Feud,2008,6.1,0,1,0,0
2750,"I Love You, America",2017,5.7,0,1,0,0
2751,Dragnet,1967,7.5,0,1,0,0
2752,Battleground,2012,7.9,0,1,0,0
2753,Wolf Girl & Black Prince,2014,7.1,0,1,0,0
2754,Jumanji,1996,6.4,0,1,0,0
2755,Hikaru no Go,2001,8.3,0,1,0,0
2756,Tim and Eric's Bedtime Stories,2014,7.9,0,1,0,0
2757,Amagami SS,2010,6.8,0,1,0,0
2758,Top Gear,2010,5.3,0,1,0,0
2759,The Wine Show,2016,8.9,0,1,0,0
2760,Arifureta: From Commonplace to World's Strongest,2019,6.5,0,1,0,0
2761,No Activity,2017,6.7,0,1,0,0
2762,The Food That Built America,2019,8.4,0,1,0,0
2763,Little Women: LA,2014,5.4,0,1,1,0
2764,Hetalia,2009,7.4,0,1,0,0
2765,Attack on Titan: Junior High,2015,6.6,0,1,0,0
2766,Hangin' with Mr. Cooper,1992,6.4,0,1,0,0
2767,The F Word,2005,6.9,0,1,0,0
2768,Jersey Shore,2009,3.6,0,1,0,0
2769,The Commish,1991,7.1,0,1,0,0
2770,Absolute Duo,2015,6.5,0,1,0,0
2771,Kiri,2018,6.6,0,1,0,0
2772,Prey,2014,7.2,0,1,0,0
2773,The Bachelor Presents: Listen to Your Heart,2020,5.2,0,1,0,0
2774,Weird Science,1994,6.8,0,1,0,0
2775,Rick Steves' Europe,2000,8.4,0,1,1,0
2776,Baka and Test: Summon the Beasts,2010,7.4,0,1,0,0
2777,Vanished,2006,7.0,0,1,0,0
2778,The Circus,2016,7.1,0,1,0,0
2779,Angels of Death,2018,6.4,0,1,0,0
2780,Black Cat,2005,7.1,0,1,0,0
2781,The Great Food Truck Race,2010,6.6,0,1,0,0
2782,Hollyoaks,1995,4.7,0,1,0,0
2783,Archangel,2005,6.5,0,1,0,0
2784,Blood-C,2011,6.3,0,1,0,0
2785,Upper Middle Bogan,2013,7.9,0,1,0,0
2786,"Nicky, Ricky, Dicky & Dawn",2014,5.1,0,1,0,0
2787,The New Woody Woodpecker Show,1999,6.5,0,1,0,0
2788,What Would You Do?,2008,7.2,0,1,0,0
2789,Getting On,2009,8.1,0,1,0,0
2790,The Lucy Show,1962,7.2,0,1,0,0
2791,Big Windup!,2007,7.6,0,1,0,0
2792,Love & Hip Hop Hollywood,2014,5.2,0,1,0,0
2793,VanDread,2000,7.1,0,1,0,0
2794,The Weekly,2019,6.5,0,1,0,0
2795,Princess Tutu,2002,8.1,0,1,1,0
2796,Plunderer,2020,6.2,0,1,0,0
2797,James May's Man Lab,2010,7.8,0,1,1,0
2798,Bedlam,2011,6.6,0,1,0,0
2799,Second chance,2005,6.9,0,1,0,0
2800,Born This Way,2015,8.3,0,1,0,0
2801,Criminal Justice,2008,7.8,0,1,0,0
2802,F*ck That's Delicious,2016,8.0,0,1,0,0
2803,Unikitty,2017,5.7,0,1,0,0
2804,Abandoned,2016,8.4,0,1,0,0
2805,I Am Frankie,2017,6.1,0,1,0,0
2806,Fashion House,2006,6.5,0,1,0,0
2807,Kids Baking Championship,2015,7.0,0,1,0,0
2808,Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,2019,7.4,0,1,0,0
2809,Bizarre Foods with Andrew Zimmern,2006,7.8,0,1,0,0
2810,Young Hercules,1998,5.8,0,1,0,0
2811,Little Big Shots,2016,7.2,0,1,0,0
2812,Unusual Suspects,2010,7.6,0,1,0,0
2813,Bless the Harts,2019,4.9,0,1,0,0
2814,Jimmy Kimmel Live!,2003,6.6,0,1,0,0
2815,The Little Couple,2009,6.8,0,1,0,0
2816,The Beautiful Lie,2015,7.3,0,1,0,0
2817,Extreme Ghostbusters,1997,6.9,0,1,0,0
2818,Marriage Boot Camp: Reality Stars,2014,4.5,0,1,0,0
2819,Cold Squad,1998,6.9,0,1,1,0
2820,Space Brothers,2012,8.1,0,1,0,0
2821,The Real Housewives of Orange County,2006,4.1,0,1,0,0
2822,Corpse Princess,2008,6.9,0,1,0,0
2823,Genius Junior,2018,7.5,0,1,0,0
2824,Astra Lost in Space,2019,8.0,0,1,0,0
2825,The Dick Cavett Show,1968,8.4,0,1,0,0
2826,Obsession: Dark Desires,2014,7.4,0,1,0,0
2827,Hakuoki -Demon Of The Fleeting Blossom-,2010,7.4,0,1,0,0
2828,Webster,1983,5.7,0,1,0,0
2829,Ellen's Game of Games,2017,5.6,0,1,0,0
2830,Diesel Brothers,2016,6.6,0,1,0,0
2831,Feed the Beast,2016,6.7,0,1,0,0
2832,Handy Manny,2006,5.5,0,1,0,1
2833,Amagi Brilliant Park,2014,7.0,0,1,0,0
2834,Coupling,2000,3.6,0,1,0,0
2835,Treehouse Masters,2013,7.3,0,1,0,0
2836,My Favorite Martian,1963,7.3,0,1,0,0
2837,The Strange Calls,2012,7.4,0,1,0,0
2838,Are You Smarter Than a 5th Grader?,2007,4.9,0,1,0,0
2839,Taken at Birth,2019,8.3,0,1,0,0
2840,Monster Rancher,1999,7.1,0,1,1,0
2841,Blue Dragon,2007,6.3,0,1,0,0
2842,The Bisexual,2018,6.0,0,1,0,0
2843,Yu-Gi-Oh! 5D's,2008,6.7,0,1,1,0
2844,Alvinnn!!! and The Chipmunks,2015,4.5,0,1,0,0
2845,Little Women: Atlanta,2016,5.1,0,1,0,0
2846,Beat Bobby Flay,2014,6.3,0,1,0,0
2847,Saints & Sinners,2016,7.3,0,1,0,0
2848,Ask This Old House,2002,7.6,0,1,0,0
2849,The Dude Perfect Show,2016,6.6,0,1,0,0
2850,頭文字D First Stage,1998,8.4,0,1,0,0
2851,Bong Appétit,2016,8.0,0,1,0,0
2852,Arliss,1996,7.0,0,1,0,0
2853,Watch Over Me,2006,6.4,0,1,0,0
2854,Rosa Diamante,2012,8.3,0,1,0,0
2855,Seed,2013,5.6,0,1,0,0
2856,Black Blood Brothers,2006,7.1,0,1,0,0
2857,Heartstrings,2011,7.2,0,1,0,0
2858,The Impostor,2014,7.8,0,1,0,0
2859,Tiger & Bunny,2011,7.4,0,1,0,0
2860,Behind Bars: Rookie Year,2015,7.7,0,1,0,0
2861,The Wall,2016,6.0,0,1,0,0
2862,Worth It,2016,8.6,0,1,1,0
2863,Flip or Flop,2013,6.1,0,1,0,0
2864,L.A. Dragnet,2003,7.1,0,1,0,0
2865,Insane Pools: Off the Deep End,2015,7.2,0,1,0,0
2866,Sin tetas no hay paraíso,2008,5.6,0,1,0,0
2867,Aria the Scarlet Ammo,2011,6.8,0,1,0,0
2868,The Last Defense,2018,7.3,0,1,0,0
2869,The Gumby Show,1955,7.0,0,1,1,0
2870,Still 17,2018,7.8,0,1,0,0
2871,Witchblade,2006,7.2,0,1,0,0
2872,Madeline,1993,6.9,0,1,1,0
2873,Ruyi's Royal Love in the Palace,2018,7.6,0,1,1,0
2874,The Romeo Section,2015,6.9,0,1,0,0
2875,The Wallflower,2006,7.5,0,1,0,0
2876,Little Mosque on the Prairie,2007,5.6,0,1,0,0
2877,Curiosity,2011,7.8,0,1,1,0
2878,Who Wants to Be a Millionaire,2020,6.1,0,1,0,0
2879,Anyone But Me,2009,7.1,0,1,1,0
2880,Life and Death Row,2014,8.3,0,1,0,0
2881,Matador,2014,5.7,0,1,0,0
2882,Threesome,2011,7.6,0,1,0,0
2883,Kung Fu Panda: Legends of Awesomeness,2011,6.1,0,1,0,0
2884,Undefeated Bahamut Chronicle,2016,6.5,0,1,0,0
2885,Conviction,2006,7.0,0,1,0,0
2886,High School USA!,2013,6.4,0,1,0,0
2887,Cults and Extreme Belief,2018,7.7,0,1,0,0
2888,NASA's Unexplained Files,2012,6.7,0,1,0,0
2889,Sister Wives,2010,4.3,0,1,0,0
2890,Hunderby,2012,7.4,0,1,0,0
2891,Australia's Next Top Model,2005,6.0,0,1,0,0
2892,Nanny and the Professor,1970,7.1,0,1,0,0
2893,I Am Jazz,2015,4.1,0,1,0,0
2894,Below the Surface,2017,7.2,0,1,0,0
2895,"Rica, Famosa, Latina",2014,5.5,0,1,0,0
2896,StarTalk with Neil deGrasse Tyson,2015,7.8,0,1,1,0
2897,Total Wipeout,2009,6.0,0,1,1,0
2898,Breaking Amish,2012,5.0,0,1,0,0
2899,Flying Witch,2016,7.2,0,1,0,0
2900,Flea Market Flip,2012,6.6,0,1,0,0
2901,No Activity,2015,7.9,0,1,0,0
2902,I Spy,1965,7.1,0,1,0,0
2903,You Bet Your Life,1947,8.4,0,1,0,0
2904,The First 48 Presents: Homicide Squad Atlanta,2019,8.5,0,1,1,0
2905,The Hotwives of Orlando,2014,7.4,0,1,0,0
2906,Bleak House,1985,7.4,0,1,1,0
2907,T.U.F.F. Puppy,2010,5.6,0,1,0,0
2908,Sherman's Showcase,2019,5.4,0,1,0,0
2909,Wild Things with Dominic Monaghan,2013,8.4,0,1,0,0
2910,The Gong Show,1976,7.0,0,1,0,0
2911,The Murder of Laci Peterson,2017,7.4,0,1,0,0
2912,Casey Anthony: An American Murder Mystery,2017,7.2,0,1,0,0
2913,Sherlock Holmes,1954,7.7,0,1,0,0
2914,Cake,2019,6.0,0,1,0,0
2915,Murder in the Heartland,2017,7.8,0,1,0,0
2916,My Strange Addiction,2010,5.7,0,1,0,0
2917,Food Network Star,2005,6.3,0,1,0,0
2918,Boy Band,2017,5.2,0,1,0,0
2919,Dream Corp LLC,2016,7.1,0,1,0,0
2920,Astroblast!,2014,6.7,0,1,0,0
2921,Here's Lucy,1968,6.9,0,1,1,0
2922,1969,2019,6.9,0,1,0,0
2923,Celia,2015,8.2,0,1,0,0
2924,Too Cute,2011,8.5,0,1,0,0
2925,Holiday Baking Championship,2014,7.5,0,1,0,0
2926,Senryu Girl,2019,7.0,0,1,0,0
2927,Flirty Dancing,2019,6.6,0,1,0,0
2928,Hidden Potential,2018,7.3,0,1,0,0
2929,Our Cartoon President,2018,5.1,0,1,0,0
2930,Cupcake Wars,2010,5.8,0,1,0,0
2931,Brothers Conflict,2013,6.1,0,1,0,0
2932,Dancing with the Stars,2005,4.4,0,1,0,0
2933,Lucas Bros Moving Co,2013,7.0,0,1,0,0
2934,Harvey Beaks,2015,7.0,0,1,0,0
2935,The Aliens,2016,6.0,0,1,0,0
2936,Who The (Bleep) Did I Marry?,2010,6.6,0,1,0,0
2937,Brave 10,2012,6.6,0,1,0,0
2938,Mischief of the Gods,2014,7.2,0,1,0,0
2939,Beautiful Bones: Sakurako’s Investigation,2015,6.9,0,1,0,0
2940,Nightmare Next Door,2011,7.1,0,1,0,0
2941,Food Paradise,2007,8.0,0,1,0,0
2942,The Tesla Files,2018,7.3,0,1,1,0
2943,The Librarians,2007,6.9,0,1,0,0
2944,The Ambition of Oda Nobuna,2012,6.5,0,1,0,0
2945,Dagashi Kashi,2016,6.2,0,1,0,0
2946,Blade Dance of Elementalers,2014,6.7,0,1,0,0
2947,Caillou,1998,4.1,0,1,1,0
2948,Caribbean Life,2014,6.7,0,1,0,0
2949,Jodi Arias: An American Murder Mystery,2018,7.0,0,1,0,0
2950,Indebted,2020,4.3,0,1,0,0
2951,Long Island Medium,2011,4.8,0,1,0,0
2952,Kino's Journey: The Beautiful World - The Animated Series,2017,7.1,0,1,0,0
2953,Broken Angel,2013,7.1,0,1,0,0
2954,Cockroaches,2015,6.2,0,1,0,0
2955,Victoria's Secret Fashion Show,1999,8.2,0,1,0,0
2956,Tiny House Hunters,2014,6.1,0,1,0,0
2957,Jeopardy! The Greatest of All Time,2020,8.6,0,1,0,0
2958,Saved by the Bell: The College Years,1993,6.3,0,1,0,0
2959,Law & Order True Crime,2017,7.4,0,1,0,0
2960,Aoharu x Machinegun,2015,6.6,0,1,0,0
2961,Miz & Mrs,2018,6.3,0,1,0,0
2962,Your Worst Nightmare,2014,7.0,0,1,0,0
2963,Outbreak Company,2013,7.0,0,1,0,0
2964,Psychic Detective Yakumo,2010,6.7,0,1,0,0
2965,Mythbusters Jr.,2019,6.8,0,1,0,0
2966,The Real Housewives of Potomac,2016,4.3,0,1,0,0
2967,The Hunt with John Walsh,2014,7.5,0,1,0,0
2968,House Hunters Renovation,2012,6.4,0,1,0,0
2969,"Neon Joe, Werewolf Hunter",2015,7.2,0,1,0,0
2970,Filthy Rich,2016,7.2,0,1,0,0
2971,Sanjay and Craig,2013,4.4,0,1,0,0
2972,I Love New York,2007,4.5,0,1,0,0
2973,Nabari no Ou,2008,6.5,0,1,0,0
2974,Mr. D,2012,6.5,0,1,0,0
2975,恋と選挙とチョコレート,2012,7.2,0,1,0,0
2976,School of Rock,2016,4.3,0,1,0,0
2977,Living With Fran,2005,5.8,0,1,0,0
2978,The Loop,2006,7.4,0,1,0,0
2979,Uta no Prince-sama,2011,6.5,0,1,0,0
2980,WITS Academy,2015,5.7,0,1,0,0
2981,The Munsters Today,1988,5.3,0,1,0,0
2982,Holly Hobbie,2018,6.4,0,1,0,0
2983,I Am Cait,2015,3.5,0,1,0,0
2984,Basketball Wives LA,2011,4.2,0,1,0,0
2985,The New Detectives,1996,7.6,0,1,0,0
2986,Cash Cab,2008,7.3,0,1,0,0
2987,Marrying Millions,2019,5.7,0,1,0,0
2988,To Tell the Truth,2016,6.4,0,1,0,0
2989,Property Virgins,2007,6.9,0,1,0,0
2990,Negima!,2005,6.1,0,1,0,0
2991,Match Game,1973,6.0,0,1,1,0
2992,Gap Year,2017,7.0,0,1,0,0
2994,Wasted,2016,7.4,0,1,0,0
2995,The Other Guy,2017,6.8,0,1,0,0
2996,Snake City,2014,8.6,0,1,0,0
2997,Make It Pop,2015,4.9,0,1,0,0
2998,Next Great Baker,2010,5.9,0,1,0,0
2999,A Little Late with Lilly Singh,2019,1.7,0,1,0,0
3000,Card Captor Sakura: Clear Card,2018,7.9,0,1,0,0
3001,I Love Jenni,2011,8.1,0,1,0,0
3002,Sex Sent Me to the ER,2013,5.4,0,1,1,0
3003,Shark Week,1987,8.1,0,1,0,0
3004,Tenchi Muyô! GXP,2002,7.1,0,1,0,0
3005,Man Up!,2011,6.6,0,1,0,0
3006,My Dead Ex,2018,7.1,0,1,0,0
3007,Juana la virgen,2002,5.9,0,1,0,0
3008,"Ready, Steady, Wiggle!",2013,8.4,0,1,0,0
3009,"The $100,000 Pyramid",2016,6.2,0,1,0,0
3010,Gordon Ramsay's Home Cooking,2013,8.5,0,1,0,0
3011,Napoleon Dynamite,2012,6.4,0,1,0,0
3012,Kaleido Star,2003,7.7,0,1,0,0
3013,Soul Eater Not!,2014,5.7,0,1,0,0
3014,Part of Me,2014,8.6,0,1,0,0
3015,Samurai Harem,2009,5.9,0,1,0,0
3016,Tarzán,1991,6.0,0,1,0,0
3017,Blade and Soul,2014,6.0,0,1,0,0
3018,Late Night with Seth Meyers,2014,6.1,0,1,0,0
3019,Paradise Run,2016,6.0,0,1,0,0
3020,Rock of Love with Bret Michaels,2007,4.8,0,1,0,0
3021,Siblings,2014,7.1,0,1,0,0
3022,Safe Harbor,1999,7.3,0,1,0,0
3023,Destiny,2014,9.6,0,1,0,0
3024,Alguien Te Mira,2010,7.4,0,1,0,0
3025,The Millionaire Matchmaker,2008,4.6,0,1,0,0
3026,Gugure! Kokkuri-san,2014,7.4,0,1,0,0
3027,Scorned: Love Kills,2012,6.8,0,1,1,0
3028,Sunnyside,2019,4.9,0,1,0,0
3029,Bloque de Búsqueda,2016,7.8,0,1,0,0
3030,"Pinky, Elmyra & the Brain",1998,5.8,0,1,0,0
3031,Britain's Best Home Cook,2018,7.8,0,1,0,0
3032,Aquarion,2005,6.6,0,1,0,0
3033,Til Death Do Us Part,2019,6.6,0,1,0,0
3034,Children of the Snow,2019,7.3,0,1,0,0
3035,Major Lazer,2015,7.5,0,1,0,0
3036,The Adventures of Paddington Bear,1997,7.1,0,1,0,0
3037,Miles from Tomorrowland,2015,6.7,0,1,0,0
3038,The Killer Speaks,2013,7.4,0,1,0,0
3039,Flavor of Love,2006,4.5,0,1,0,0
3040,The Tower of Druaga: The Aegis of Uruk,2008,6.8,0,1,0,0
3041,Fresh Off the Boat,2012,7.9,0,1,0,0
3042,Basilisk,2005,4.6,0,1,0,0
3043,Stars Align,2019,7.0,0,1,0,0
3044,American Gladiators,2008,5.6,0,1,0,0
3045,Bridezillas,2004,3.9,0,1,0,0
3046,The Chew,2011,5.2,0,1,0,0
3047,The History of Comedy,2017,7.8,0,1,0,0
3048,Metástasis,2014,2.5,0,1,0,0
3049,The Awesomes,2013,7.3,0,1,0,0
3050,Cake Wars,2015,6.1,0,1,0,0
3051,Sheriff Callie's Wild West,2013,6.4,0,1,0,1
3052,Nutri Ventures – The Quest for the 7 Kingdoms,2013,7.3,0,1,0,0
3053,Endlings,2020,4.1,0,1,0,0
3054,The Riveras,2016,6.9,0,1,0,0
3055,Beat Shazam,2017,6.1,0,1,0,0
3056,Wicked Tuna: Outer Banks,2014,6.5,0,1,0,0
3057,Fugget About It,2012,5.8,0,1,0,0
3058,Side Effects,2013,7.4,0,1,0,0
3059,Property Brothers: Buying and Selling,2012,7.1,0,1,0,0
3060,The High Fructose Adventures of Annoying Orange,2012,2.0,0,1,1,0
3061,.hack,2002,6.9,0,1,0,0
3062,Toopy and Binoo,2005,6.8,0,1,0,0
3063,Guidance,2015,5.7,0,1,0,0
3064,The Menendez Murders: Erik Tells All,2017,7.5,0,1,0,0
3065,Chopped Junior,2015,6.6,0,1,0,0
3066,Max Steel,2000,6.2,0,1,0,0
3067,"Demon Lord, Retry!",2019,6.6,0,1,0,0
3068,Tarzan: The Epic Adventures,1996,6.6,0,1,0,0
3069,Stacked,2005,6.0,0,1,0,0
3070,The Cisco Kid,1950,7.3,0,1,0,0
3071,Special A,2008,7.3,0,1,1,0
3072,Beachfront Bargain Hunt,2013,6.7,0,1,0,0
3073,60 Days In: Narcoland,2019,5.1,0,1,0,0
3074,Uncle Grandpa,2013,4.2,0,1,0,0
3075,David Copperfield,1966,7.3,0,1,1,0
3076,Azur Lane,2019,5.7,0,1,0,0
3077,Crimes of the Century,2013,7.2,0,1,0,0
3078,The Kennedys,2015,7.2,0,1,0,0
3079,Kids Behind Bars: Life or Parole,2019,6.8,0,1,1,0
3080,Spartan: Ultimate Team Challenge,2016,5.7,0,1,0,0
3081,VICE Investigates,2019,6.2,0,1,0,0
3082,Swiss Family Robinson,1974,7.0,0,1,1,0
3083,Hayate the Combat Butler,2007,6.9,0,1,0,0
3084,Four Weddings,2009,5.4,0,1,0,0
3085,Special 7: Special Crime Investigation Unit,2019,6.3,0,1,0,0
3086,Extreme Homes,2012,7.0,0,1,0,0
3087,El Mariachi,2014,8.0,0,1,0,0
3088,What on Earth?,2015,5.8,0,1,0,0
3089,The Real Housewives of Miami,2011,2.9,0,1,0,0
3090,Fujiko,2015,9.0,0,1,0,0
3091,Hakumei and Mikochi,2018,7.3,0,1,0,0
3092,Coppelion,2013,6.1,0,1,0,0
3093,Flavor of Love Girls: Charm School,2007,5.8,0,1,0,0
3094,WWE Main Event,2012,6.5,0,1,0,0
3095,Hello Kitty's Furry Tale Theater,1987,6.2,0,1,0,0
3096,"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job.",2013,6.4,0,1,0,0
3097,Dead Boss,2012,6.6,0,1,0,0
3098,Sydney Sailboat,2015,7.9,0,1,0,0
3099,Veni Vidi Vici,2017,5.9,0,1,0,0
3100,Dies Irae,2017,5.4,0,1,0,0
3101,1990s: The Deadliest Decade,2018,7.9,0,1,0,0
3102,Afterlost,2019,5.5,0,1,0,0
3103,Survival School,2008,7.0,0,1,0,0
3104,Toddlers & Tiaras,2009,1.8,0,1,1,0
3105,The Golden State Killer: It's Not Over,2018,6.9,0,1,0,0
3106,"Golan, The Insatiable",2013,6.8,0,1,0,0
3107,Kidô senshi Gandamu: The Origin I - Aoi hitomi no kyasubaru,2015,7.5,0,1,0,0
3108,Divorce Court,1999,4.1,0,1,0,0
3110,Mental Samurai,2019,6.1,0,1,0,0
3111,Chio's School Road,2018,7.3,0,1,0,0
3112,The Furchester Hotel,2014,6.8,0,1,0,0
3113,Stone Quackers,2014,6.7,0,1,0,0
3114,Garo: The Animation,2014,6.7,0,1,0,0
3115,Mrs. Piggle-Wiggle,1994,6.7,0,1,0,0
3116,Pinky Dinky Doo,2006,6.3,0,1,0,0
3117,Sea Rescue,2012,8.8,0,1,1,0
3118,Nightcap,2016,4.9,0,1,0,0
3120,Spoilers,2012,6.8,0,1,0,0
3121,Henry Hugglemonster,2013,5.2,0,1,0,1
3122,Love Thy Neighbor,2013,4.2,0,1,0,0
3123,Love Daily,2018,6.7,0,1,0,0
3124,Mighty Magiswords,2015,4.9,0,1,0,0
3125,Hang Ups,2018,6.3,0,1,0,0
3126,Urara Meirocho,2017,7.3,0,1,0,0
3127,Mad Mad House,2004,7.2,0,1,0,0
3128,"Ruff-Ruff, Tweet and Dave",2015,7.6,0,1,0,0
3129,Inside the NFL,1977,6.9,0,1,0,0
3130,Girls Beyond the Wasteland,2016,5.2,0,1,0,0
3131,Biography: The Trump Dynasty,2019,6.9,0,1,0,0
3132,Special Forces,2012,9.0,0,1,0,0
3133,Forged in Fire: Knife or Death,2018,6.1,0,1,0,0
3134,All Night,2018,5.6,0,1,0,0
3135,The Return,2013,7.3,0,1,0,0
3136,Bajo el Mismo Cielo,2015,7.9,0,1,0,0
3137,Chandra Levy: An American Murder Mystery,2017,6.3,0,1,0,0
3138,NY-LON,2004,7.5,0,1,0,0
3139,Dama y Obrero,2013,7.7,0,1,0,0
3140,Infinite Dendrogram,2020,6.5,0,1,0,0
3141,Sorcerous Stabber Orphen,2020,6.5,0,1,0,0
3142,Behind the Mask,2013,7.2,0,1,0,0
3143,Breadwinners,2005,2.4,0,1,0,0
3144,My Super Sweet 16,2005,1.8,0,1,0,0
3145,The Proposal,2018,1.8,0,1,0,0
3146,To Catch a Smuggler,2012,6.8,0,1,0,0
3147,Pamela Smart: An American Murder Mystery,2018,6.6,0,1,0,0
3148,Murder on the Internet,2017,7.2,0,1,1,0
3149,Zou,2012,7.1,0,1,0,0
3150,Get Ace,2014,8.3,0,1,0,0
3151,Barefoot Contessa: Back to Basics,2002,7.4,0,1,0,0
3152,How The Earth Works,2013,7.2,0,1,0,0
3153,BEM,2019,5.9,0,1,0,0
3154,Dead By Dawn,2019,7.0,0,1,0,0
3155,The Case That Haunts Me,2018,7.5,0,1,0,0
3156,Kojak,2005,5.4,0,1,0,0
3157,Jamie's Quick & Easy Food,2017,8.4,0,1,0,0
3158,Meet the Press,1947,5.5,0,1,0,0
3159,Cruel Love,2010,6.6,0,1,0,0
3160,Gigantor,1963,6.9,0,1,0,0
3161,The Boonies,2016,7.0,0,1,0,0
3162,Charlie Rose,1991,7.5,0,1,0,0
3163,Mickey's 90th Spectacular,2018,7.0,0,1,0,0
3164,"Wiggle, Wiggle, Wiggle",2018,6.2,0,1,0,0
3165,Wives with Knives,2012,6.6,0,1,0,0
3167,Dreamland,2014,4.7,0,1,0,0
3168,Kendra on Top,2012,3.8,0,1,0,0
3169,Beach Hunters,2016,4.6,0,1,0,0
3170,The Powerpuff Girls,2016,3.6,0,1,0,0
3171,Home Free,2015,7.0,0,1,0,0
3172,The Dating Guy,2009,3.4,0,1,0,0
3173,Mix: Meisei Story,2019,7.3,0,1,0,0
3174,Daisy of Love,2009,4.5,0,1,0,0
3175,After School Dice Club,2019,6.5,0,1,0,0
3176,The Young Turks,2005,5.5,0,1,1,0
3177,Hungry Henry,2014,9.5,0,1,0,0
3178,A3! Season Spring & Summer,2020,5.6,0,1,0,0
3179,The Interrogation Room,2018,7.7,0,1,0,0
3180,Planet Sheen,2010,3.0,0,1,0,0
3181,Good Morning America,1975,4.6,0,1,0,0
3182,What Just Happened??! with Fred Savage,2019,4.2,0,1,0,0
3183,ABC World News,1978,5.8,0,1,0,0
3184,Twisted Sisters,2018,6.4,0,1,0,0
3185,Phenoms,2018,7.3,0,1,0,0
3186,The Last Days of Phil Hartman,2019,7.8,0,1,0,0
3187,ClassicaLoid,2016,6.4,0,1,0,0
3188,Runaways,2012,7.8,0,1,0,0
3189,Many Sides of Jane,2019,5.6,0,1,0,0
3190,Cooks vs. Cons,2016,5.2,0,1,0,0
3191,Smile at the Runway,2020,7.0,0,1,0,0
3192,Gensomaden Saiyuki,2000,7.4,0,1,0,0
3193,Black Market: Dispatches,2016,7.8,0,1,0,0
3194,WTF Baron Davis,2019,7.5,0,1,0,0
3195,Container Homes,2016,6.5,0,1,0,0
3196,Kourtney & Khloé Take the Hamptons,2014,3.6,0,1,0,0
3197,Holiday Magic,2017,7.0,0,1,0,1
3198,Truth & Iliza,2017,5.3,0,1,0,0
3199,Blood Runs Cold,2018,7.3,0,1,0,0
3200,Place to Place,2012,6.6,0,1,0,0
3201,To LOVEる -とらぶる- ダークネス2nd,2012,7.1,0,1,0,0
3202,L.A. Hair,2012,6.2,0,1,0,0
3203,My Knight and Me,2016,4.4,0,1,0,0
3204,205 Live,2016,7.1,0,1,0,0
3205,Steve Harvey's Funderdome,2017,7.0,0,1,0,0
3207,Nightline,1980,5.6,0,1,0,0
3208,Life of Kylie,2017,3.5,0,1,0,0
3209,Showtime at the Apollo,1987,5.5,0,1,0,0
3210,Mother Up!,2013,4.5,0,1,0,0
3211,Nostradamus Effect,2009,5.1,0,1,0,0
3212,American Scandals,2015,8.4,0,1,0,0
3213,Eva La Trailera,2017,7.2,0,1,0,0
3214,Jim Henson Presents Mother Goose Stories,1990,7.8,0,1,0,0
3215,American Greed: The Fugitives,2012,8.0,0,1,0,0
3216,Man Finds Food,2015,7.4,0,1,0,0
3217,Ancient Top 10,2016,7.7,0,1,0,0
3218,The Great Christmas Light Fight,2013,6.3,0,1,0,0
3219,Kids Say the Darndest Things,2019,3.1,0,1,0,0
3220,The Show Must Go On: The Queen + Adam Lambert Story,2019,8.5,0,1,0,0
3221,Alien Encounters,2012,6.2,0,1,0,0
3222,Close Up with The Hollywood Reporter,2015,6.9,0,1,0,0
3223,Ellen's Greatest Night of Giveaways,2019,6.3,0,1,0,0
3224,Open Door,2019,6.0,0,1,0,0
3225,Star Wars Galaxy's Edge: Adventure Awaits,2019,6.3,0,1,0,0
3226,Larry King Now,2013,5.6,0,1,0,0
3227,Bloomberg Game Changers,2010,7.8,0,1,0,0
3228,WWE Superstars,2009,5.8,0,1,0,0
3229,Ranger Rob,2016,6.2,0,1,0,0
3230,Psychic Investigators,2006,7.2,0,1,1,0
3231,Where is Elisa?,2010,7.3,0,1,0,0
3233,Iconic Characters,2018,7.0,0,1,1,0
3234,Zorro the Chronicles,2015,6.9,0,1,0,0
3235,New York Goes to Work,2009,4.9,0,1,1,0
3236,Finding Escobar's Millions,2017,3.9,0,1,0,0
3237,Cultureshock,2018,6.5,0,1,0,0
3238,Outsmarted,2017,7.9,0,1,1,0
3239,The Paynes,2018,4.5,0,1,0,0
3240,Behind Closed Doors,2011,7.1,0,1,0,0
3241,Chloe's Closet,2010,6.7,0,1,1,0
3242,Natalie Wood: An American Murder Mystery,2018,6.4,0,1,0,0
3243,Rin-ne,2015,6.6,0,1,0,0
3244,Dead Again,2014,7.2,0,1,0,0
3245,The Untold Story,2019,7.2,0,1,0,0
3247,Woman,2016,7.2,0,1,0,0
3249,The Wildlife Docs,2013,8.5,0,1,0,0
3250,Dot.,2016,6.8,0,1,0,0
3251,A Day in the Life,2011,5.7,0,1,0,0
3252,Out There with Jack Randall,2019,6.9,0,1,0,1
3253,Fox News Sunday,1996,4.3,0,1,0,0
3254,Making a Model with Yolanda Hadid,2018,6.5,0,1,0,0
3255,The Burger Show,2018,7.2,0,1,0,0
3257,Terrific Trucks,2016,5.6,0,1,0,0
3258,Bakers vs. Fakers,2016,6.5,0,1,0,0
3259,Chiquis N'Control,2012,7.4,0,1,0,0
